订单编号,日期,地区,城市,品类,销售员,客户类型,单价,数量,销售额,折扣率
SO-2025-00961,2025-03-16,华北,北京,数码配件,王强,老客,2948.33,4.0,11793.32,0.0706
SO-2025-02837,2025-03-15,华东,南京,家居生活,刘敏,老客,2739.7,17.0,46574.9,0.1577
SO-2025-01360,2025-06-07,华南,深圳,办公用品,黄霞,新客,103.03,12.0,1236.36,0.2217
SO-2025-04709,2025-06-07,华北,北京,办公用品,徐鹏,老客,1375.87,5.0,6879.35,0.2878
SO-2025-02050,2025-01-08,东北,沈阳,家居生活,徐鹏,老客,153.08,2.0,306.16,0.158
SO-2025-00329,2025-04-01,华东,杭州,办公用品,王强,新客,106.91,8.0,855.28,0.1594
SO-2025-00625,2025-03-28,华北,北京,办公用品,张伟,老客,738.28,11.0,8121.08,0.2142
SO-2025-01704,2025-03-29,华北,北京,办公用品,周涛,新客,94.66,5.0,473.3,0.0394
SO-2025-04848,2025-01-15,华东,上海,家居生活,张伟,老客,2744.44,19.0,52144.36,0.052
SO-2025-04445,2025-01-09,华北,天津,数码配件,周涛,老客,2497.56,2.0,4995.12,0.0369
SO-2025-02074,2025-01-29,华北,北京,办公用品,张伟,新客,712.49,8.0,5699.92,0.1901
SO-2025-02448,2025-01-26,华南,深圳,数码配件,李娜,老客,2832.15,2.0,5664.3,0.0
SO-2025-02184,2025-01-06,华北,北京,办公用品,赵磊,老客,1342.08,13.0,17447.04,0.074
SO-2025-02456,2025-05-09,华南,广州,数码配件,吴倩,老客,500.21,17.0,8503.57,0.2642
SO-2025-02480,2025-01-15,华北,天津,办公用品,孙丽,新客,1026.77,15.0,15401.55,0.0944
SO-2025-02082,2025-04-23,华南,深圳,办公用品,徐鹏,新客,2130.06,5.0,10650.3,0.2878
SO-2025-01733,2025-02-06,华东,南京,家居生活,陈静,老客,1957.27,15.0,29359.05,0.112
SO-2025-04151,2025-03-27,华北,北京,数码配件,王强,老客,956.93,20.0,19138.6,0.2216
SO-2025-04284,2025-04-30,西南,成都,数码配件,杨帆,新客,1460.42,6.0,8762.52,0.1501
SO-2025-04171,2025-03-25,华南,深圳,数码配件,刘敏,老客,1602.9,8.0,12823.2,0.2025
SO-2025-03813,2025-01-29,华东,南京,办公用品,刘敏,新客,42.55,,,0.2205
SO-2025-01654,2025-06-29,东北,大连,数码配件,陈静,新客,925.08,18.0,16651.44,0.2311
SO-2025-04649,2025-04-24,华北,天津,数码配件,杨帆,新客,1903.02,13.0,24739.26,0.2892
SO-2025-00631,2025-03-17,西南,成都,家居生活,陈静,老客,2260.51,2.0,4521.02,0.2819
SO-2025-03977,2025-04-06,华东,上海,家居生活,刘敏,老客,2354.67,9.0,21192.03,0.1088
SO-2025-03311,2025-02-20,东北,沈阳,数码配件,吴倩,新客,156.69,10.0,1566.9,0.2676
SO-2025-00725,2025-06-14,华东,上海,办公用品,王强,新客,721.98,13.0,9385.74,0.1215
SO-2025-04927,2025-06-07,华北,天津,家居生活,孙丽,老客,828.24,2.0,1656.48,0.2199
SO-2025-02964,2025-04-28,华东,南京,办公用品,李娜,新客,21.29,18.0,383.22,0.152
SO-2025-04884,2025-02-20,西南,重庆,数码配件,李娜,新客,2506.43,2.0,5012.86,0.1744
SO-2025-00853,2025-05-25,东北,大连,办公用品,黄霞,新客,53.29,3.0,159.87,0.2532
SO-2025-02142,2025-03-12,西南,成都,家居生活,张伟,老客,767.88,9.0,6910.92,0.0
SO-2025-04349,2025-01-07,西南,成都,办公用品,孙丽,老客,1041.08,16.0,16657.28,0.1504
SO-2025-04179,2025-05-26,西南,成都,办公用品,杨帆,新客,2505.82,7.0,17540.74,0.1786
SO-2025-00953,2025-06-22,华东,上海,家居生活,周涛,新客,2376.61,12.0,28519.32,0.2308
SO-2025-01757,2025-05-10,东北,大连,家居生活,吴倩,老客,2565.59,7.0,17959.13,0.1729
SO-2025-02211,2025-01-06,华北,天津,数码配件,黄霞,老客,2803.26,13.0,36442.38,0.2809
SO-2025-02939,2025-01-18,华东,南京,数码配件,吴倩,老客,1847.65,7.0,12933.55,0.1469
SO-2025-03368,2025-04-07,华东,杭州,数码配件,李娜,新客,1249.08,9.0,11241.72,0.0
SO-2025-03210,2025-02-18,华北,北京,家居生活,王强,新客,2934.27,18.0,52816.86,0.0083
SO-2025-01059,2025-06-29,华南,深圳,家居生活,陈静,新客,966.76,18.0,17401.68,0.0306
SO-2025-03915,2025-04-19,华东,杭州,数码配件,刘敏,新客,2741.86,20.0,54837.2,0.1714
SO-2025-00185,2025-03-30,华南,广州,家居生活,吴倩,老客,2633.63,5.0,13168.15,0.235
SO-2025-01574,2025-03-28,华东,南京,数码配件,王强,老客,231.27,20.0,4625.4,0.1441
SO-2025-04121,2025-03-03,西南,成都,办公用品,赵磊,新客,2964.21,9.0,26677.89,0.2562
SO-2025-03969,2025-01-15,华东,上海,家居生活,赵磊,新客,2006.68,18.0,36120.24,0.1869
SO-2025-02487,2025-03-09,西南,重庆,家居生活,周涛,新客,2384.9,5.0,11924.5,0.2686
SO-2025-03029,2025-04-12,华北,北京,数码配件,吴倩,老客,638.23,12.0,7658.76,0.0
SO-2025-04539,2025-03-15,华北,北京,数码配件,刘敏,老客,1892.82,7.0,13249.74,0.2341
SO-2025-02907,2025-04-01,华东,上海,数码配件,徐鹏,老客,2784.15,5.0,13920.75,0.1364
SO-2025-00791,2025-06-30,华北,北京,家居生活,黄霞,老客,2032.0,13.0,26416.0,0.196
SO-2025-03891,2025-05-30,华南,深圳,数码配件,陈静,老客,2532.42,6.0,15194.52,0.0518
SO-2025-02671,2025-06-10,华北,北京,办公用品,吴倩,老客,1249.7,7.0,8747.9,0.1775
SO-2025-03239,2025-03-03,华北,北京,办公用品,刘敏,新客,50.08,18.0,901.44,0.0916
SO-2025-03495,2025-05-23,西南,重庆,家居生活,陈静,老客,58.12,8.0,464.96,0.1202
SO-2025-03620,2025-02-23,华南,深圳,家居生活,周涛,新客,2655.54,17.0,45144.18,0.1478
SO-2025-01883,2025-04-17,华南,深圳,家居生活,李娜,新客,1450.89,9.0,13058.01,0.013
SO-2025-01455,2025-03-08,华东,上海,办公用品,赵磊,老客,950.43,5.0,4752.15,0.1908
SO-2025-01992,2025-06-11,华北,天津,家居生活,刘敏,老客,1387.37,5.0,6936.85,0.1167
SO-2025-02201,2025-01-20,东北,大连,办公用品,黄霞,新客,1035.88,1.0,1035.88,0.1503
SO-2025-02339,2025-04-08,华东,南京,家居生活,周涛,新客,755.52,,,0.1225
SO-2025-04799,2025-02-19,华南,深圳,办公用品,黄霞,新客,2277.69,16.0,36443.04,0.0566
SO-2025-04846,2025-01-11,华东,南京,办公用品,张伟,老客,2785.03,5.0,13925.15,0.2973
SO-2025-04476,2025-01-09,华北,天津,办公用品,吴倩,老客,2488.87,13.0,32355.31,0.0
SO-2025-04570,2025-06-18,华东,上海,数码配件,李娜,老客,1015.49,8.0,8123.92,0.1898
SO-2025-03940,2025-05-25,华东,南京,办公用品,王强,新客,607.51,4.0,2430.04,0.2828
SO-2025-04951,2025-03-31,华南,深圳,家居生活,周涛,老客,2026.85,2.0,4053.7,0.2925
SO-2025-00570,2025-05-04,华北,天津,数码配件,黄霞,新客,2343.97,1.0,2343.97,0.2625
SO-2025-01069,2025-03-23,华北,天津,家居生活,张伟,新客,547.76,3.0,1643.28,0.0982
SO-2025-00303,2025-03-14,华北,北京,数码配件,吴倩,新客,2761.19,18.0,49701.42,0.0
SO-2025-03820,2025-01-07,西南,成都,办公用品,张伟,新客,2951.46,4.0,11805.84,0.1898
SO-2025-03801,2025-01-24,华东,杭州,家居生活,李娜,新客,138.39,4.0,553.56,0.1468
SO-2025-03858,2025-01-15,华南,广州,办公用品,刘敏,新客,2151.24,19.0,40873.56,0.2333
SO-2025-03553,2025-01-01,华北,北京,数码配件,周涛,老客,260.71,8.0,2085.68,0.1743
SO-2025-03514,2025-05-30,东北,沈阳,家居生活,吴倩,新客,1432.58,1.0,1432.58,0.1254
SO-2025-01858,2025-04-28,华东,上海,数码配件,陈静,新客,2714.37,15.0,40715.55,0.0147
SO-2025-02809,2025-01-04,华东,上海,办公用品,张伟,老客,2891.05,14.0,40474.7,0.026
SO-2025-02091,2025-05-21,西南,成都,办公用品,吴倩,老客,253.13,14.0,3543.82,0.0
SO-2025-01150,2025-03-30,华东,上海,办公用品,周涛,新客,44.5,4.0,178.0,0.0439
SO-2025-01503,2025-06-27,华北,北京,办公用品,张伟,老客,541.02,17.0,9197.34,0.1301
SO-2025-03205,2025-06-06,华北,北京,数码配件,徐鹏,新客,2949.35,13.0,38341.55,0.0604
SO-2025-02746,2025-04-12,华东,上海,办公用品,黄霞,老客,2340.44,2.0,4680.88,0.0
SO-2025-03706,2025-04-13,华北,北京,数码配件,徐鹏,老客,1294.17,16.0,20706.72,0.0336
SO-2025-00361,2025-01-26,华东,杭州,办公用品,孙丽,老客,2849.1,,,0.1385
SO-2025-03109,2025-01-28,东北,沈阳,家居生活,陈静,老客,1432.05,,,0.0977
SO-2025-03582,2025-03-22,华北,天津,办公用品,杨帆,新客,1428.0,2.0,2856.0,0.0711
SO-2025-00898,2025-02-17,华东,杭州,家居生活,杨帆,新客,1156.42,16.0,18502.72,0.0
SO-2025-03784,2025-01-19,华北,天津,家居生活,周涛,新客,283.61,14.0,3970.54,0.243
SO-2025-01785,2025-01-08,西南,重庆,办公用品,吴倩,老客,1246.97,14.0,17457.58,0.0772
SO-2025-01272,2025-01-26,华北,天津,数码配件,张伟,新客,1074.22,7.0,7519.54,0.2833
SO-2025-04182,2025-01-03,华南,深圳,家居生活,杨帆,新客,2287.8,9.0,20590.2,0.2381
SO-2025-01693,2025-05-01,华南,深圳,办公用品,吴倩,新客,2698.99,3.0,8096.97,0.2855
SO-2025-01603,2025-06-30,西南,重庆,数码配件,徐鹏,新客,1236.93,2.0,2473.86,0.0191
SO-2025-02225,2025-03-04,华东,上海,家居生活,黄霞,新客,733.94,8.0,5871.52,0.0668
SO-2025-02208,2025-06-05,华东,南京,家居生活,李娜,老客,1575.03,13.0,20475.39,0.1802
SO-2025-03209,2025-03-21,华东,南京,数码配件,徐鹏,新客,2535.72,19.0,48178.68,0.247
SO-2025-00172,2025-05-24,华东,杭州,家居生活,陈静,新客,459.25,14.0,6429.5,0.2796
SO-2025-04732,2025-02-13,华北,天津,办公用品,赵磊,新客,2993.7,16.0,47899.2,0.2433
SO-2025-04224,2025-01-19,华东,南京,办公用品,黄霞,新客,1134.49,19.0,21555.31,0.0914
SO-2025-04009,2025-05-02,华南,深圳,办公用品,黄霞,老客,2442.61,4.0,9770.44,0.0911
SO-2025-02414,2025-05-07,华北,北京,办公用品,赵磊,老客,954.71,11.0,10501.81,0.2945
SO-2025-04974,2025-05-24,华南,深圳,数码配件,李娜,新客,1325.78,1.0,1325.78,0.268
SO-2025-00365,2025-06-09,华北,北京,数码配件,张伟,老客,1382.86,17.0,23508.62,0.0205
SO-2025-00528,2025-06-13,西南,重庆,家居生活,徐鹏,老客,1932.99,14.0,27061.86,0.2594
SO-2025-04139,2025-02-09,西南,重庆,家居生活,孙丽,老客,1338.9,12.0,16066.8,0.21
SO-2025-04598,2025-03-20,华北,北京,家居生活,孙丽,老客,2799.87,17.0,47597.79,0.0
SO-2025-03459,2025-03-15,西南,重庆,家居生活,陈静,老客,332.82,15.0,4992.3,0.0061
SO-2025-04213,2025-04-04,华东,杭州,办公用品,王强,老客,2366.36,6.0,14198.16,0.2966
SO-2025-04803,2025-04-06,华北,北京,数码配件,陈静,老客,1404.86,15.0,21072.9,0.0399
SO-2025-02205,2025-02-05,华南,深圳,办公用品,杨帆,老客,140.4,12.0,1684.8,0.0419
SO-2025-03852,2025-03-20,华北,北京,办公用品,周涛,老客,325.64,18.0,5861.52,0.0215
SO-2025-03902,2025-05-26,华南,深圳,办公用品,张伟,新客,1916.04,16.0,30656.64,0.1049
SO-2025-01394,2025-01-30,西南,重庆,办公用品,杨帆,新客,1821.6,10.0,18216.0,0.0096
SO-2025-03550,2025-06-21,西南,重庆,办公用品,徐鹏,老客,921.68,12.0,11060.16,0.1373
SO-2025-02716,2025-03-10,华北,北京,数码配件,刘敏,老客,1818.95,17.0,30922.15,0.0781
SO-2025-00383,2025-05-04,华北,天津,数码配件,赵磊,老客,726.16,18.0,13070.88,0.2857
SO-2025-02680,2025-06-25,西南,重庆,家居生活,徐鹏,老客,1492.92,20.0,29858.4,0.0563
SO-2025-02886,2025-01-07,华东,南京,数码配件,赵磊,老客,1880.21,12.0,22562.52,0.1038
SO-2025-00672,2025-06-20,东北,沈阳,数码配件,杨帆,老客,2289.34,18.0,41208.12,0.1501
SO-2025-04338,2025-05-13,华北,北京,数码配件,张伟,老客,1076.22,4.0,4304.88,0.0783
SO-2025-04403,2025-06-17,华东,杭州,办公用品,黄霞,老客,540.41,11.0,5944.51,0.0
SO-2025-01966,2025-03-19,华南,深圳,办公用品,孙丽,新客,161.49,15.0,2422.35,0.2088
SO-2025-03253,2025-03-18,华北,天津,办公用品,刘敏,新客,1278.73,10.0,12787.3,0.0251
SO-2025-04595,2025-06-08,东北,沈阳,办公用品,李娜,老客,2749.39,9.0,24744.51,0.0411
SO-2025-03795,2025-06-17,华南,广州,家居生活,李娜,老客,2152.19,18.0,38739.42,0.1904
SO-2025-03717,2025-03-17,西南,成都,办公用品,李娜,新客,2455.14,15.0,36827.1,0.0978
SO-2025-03773,2025-06-10,西南,成都,办公用品,赵磊,老客,2756.95,9.0,24812.55,0.1649
SO-2025-02136,2025-06-19,华东,上海,数码配件,刘敏,老客,1145.08,17.0,19466.36,0.198
SO-2025-03521,2025-03-02,西南,成都,家居生活,赵磊,新客,513.41,2.0,1026.82,0.2842
SO-2025-04830,2025-05-17,华南,广州,办公用品,孙丽,老客,1277.71,12.0,15332.52,0.0491
SO-2025-03651,2025-02-05,华东,杭州,办公用品,黄霞,老客,704.18,9.0,6337.62,0.2366
SO-2025-00040,2025-06-19,华北,天津,家居生活,孙丽,新客,775.55,19.0,14735.45,0.0
SO-2025-02537,2025-06-20,华北,北京,数码配件,陈静,新客,2583.1,14.0,36163.4,0.0
SO-2025-03489,2025-03-29,华北,北京,家居生活,刘敏,新客,1020.46,17.0,17347.82,0.1962
SO-2025-02450,2025-04-09,华南,深圳,办公用品,王强,新客,835.77,4.0,3343.08,0.1001
SO-2025-01790,2025-02-05,西南,重庆,数码配件,黄霞,老客,1649.33,17.0,28038.61,0.1056
SO-2025-01628,2025-01-15,华东,杭州,办公用品,杨帆,新客,679.19,19.0,12904.61,0.2506
SO-2025-01067,2025-02-28,华南,广州,数码配件,李娜,老客,1434.76,19.0,27260.44,0.0
SO-2025-03247,2025-06-19,西南,成都,家居生活,赵磊,老客,2776.32,5.0,13881.6,0.0
SO-2025-04387,2025-01-14,华东,杭州,办公用品,王强,老客,2398.19,1.0,2398.19,0.1871
SO-2025-01291,2025-01-12,华南,广州,家居生活,张伟,新客,32.21,16.0,515.36,0.0947
SO-2025-04752,2025-02-03,华北,北京,家居生活,刘敏,新客,1614.52,9.0,14530.68,0.0
SO-2025-00589,2025-01-13,华东,南京,办公用品,王强,老客,718.19,5.0,3590.95,0.2364
SO-2025-01872,2025-06-27,东北,沈阳,数码配件,黄霞,老客,1149.05,11.0,12639.55,0.1927
SO-2025-00576,2025-06-26,东北,大连,办公用品,黄霞,老客,2551.77,3.0,7655.31,0.0376
SO-2025-04911,2025-06-05,华北,天津,家居生活,陈静,新客,684.73,11.0,7532.03,0.0
SO-2025-03771,2025-02-07,东北,大连,办公用品,黄霞,新客,1361.51,18.0,24507.18,0.2994
SO-2025-02976,2025-03-21,华南,广州,数码配件,吴倩,老客,949.48,14.0,13292.72,0.0
SO-2025-00877,2025-03-10,华东,南京,家居生活,吴倩,老客,1050.82,5.0,5254.1,0.1346
SO-2025-04144,2025-05-25,华北,天津,数码配件,孙丽,老客,2574.76,18.0,46345.68,0.107
SO-2025-01498,2025-06-23,华北,北京,家居生活,赵磊,老客,938.01,17.0,15946.17,0.1435
SO-2025-04028,2025-06-25,华北,天津,家居生活,孙丽,新客,2056.29,15.0,30844.35,0.288
SO-2025-03445,2025-02-21,华北,北京,家居生活,徐鹏,新客,818.84,1.0,818.84,0.1295
SO-2025-00820,2025-06-18,华东,南京,办公用品,刘敏,老客,1522.35,2.0,3044.7,0.158
SO-2025-04413,2025-03-16,华东,杭州,办公用品,刘敏,老客,683.47,19.0,12985.93,0.2897
SO-2025-04597,2025-02-10,华东,南京,办公用品,吴倩,新客,1739.82,9.0,15658.38,0.2964
SO-2025-04815,2025-05-07,华东,杭州,办公用品,李娜,新客,695.22,5.0,3476.1,0.0022
SO-2025-04507,2025-05-27,华东,杭州,家居生活,徐鹏,老客,1499.9,17.0,25498.3,0.039
SO-2025-01896,2025-03-09,华南,深圳,数码配件,王强,老客,779.62,14.0,10914.68,0.0
SO-2025-01223,2025-06-08,华南,深圳,家居生活,李娜,老客,1573.75,8.0,12590.0,0.2817
SO-2025-01463,2025-02-21,华北,天津,数码配件,赵磊,新客,2453.41,20.0,49068.2,0.1716
SO-2025-00868,2025-05-04,华东,杭州,办公用品,李娜,新客,2722.55,20.0,54451.0,0.1319
SO-2025-01098,2025-04-01,西南,成都,数码配件,陈静,新客,2552.81,1.0,2552.81,0.0
SO-2025-01738,2025-06-09,华北,北京,家居生活,赵磊,老客,2022.48,6.0,12134.88,0.2658
SO-2025-04265,2025-03-18,华北,北京,办公用品,徐鹏,老客,2047.12,14.0,28659.68,0.2232
SO-2025-02243,2025-02-18,华东,杭州,数码配件,赵磊,老客,1640.13,,,0.1308
SO-2025-01955,2025-04-21,东北,沈阳,办公用品,黄霞,新客,2539.68,3.0,7619.04,0.1886
SO-2025-02528,2025-06-18,西南,重庆,家居生活,刘敏,新客,866.72,10.0,8667.2,0.1874
SO-2025-03342,2025-01-08,华东,上海,办公用品,李娜,新客,2443.95,17.0,41547.15,0.1729
SO-2025-01228,2025-04-05,东北,沈阳,办公用品,赵磊,新客,803.67,6.0,4822.02,0.1583
SO-2025-03659,2025-03-24,华东,南京,办公用品,王强,老客,490.59,4.0,1962.36,0.0
SO-2025-03487,2025-05-24,华南,广州,家居生活,王强,新客,2725.09,2.0,5450.18,0.0169
SO-2025-02812,2025-06-02,华南,深圳,数码配件,徐鹏,老客,971.62,2.0,1943.24,0.1871
SO-2025-01909,2025-02-18,西南,成都,数码配件,王强,老客,2633.26,3.0,7899.78,0.0
SO-2025-00430,2025-01-11,东北,大连,办公用品,吴倩,老客,174.25,10.0,1742.5,0.0849
SO-2025-00481,2025-05-27,华东,上海,家居生活,徐鹏,新客,2032.05,9.0,18288.45,0.2982
SO-2025-01446,2025-03-03,东北,大连,办公用品,王强,老客,632.69,12.0,7592.28,0.0396
SO-2025-04917,2025-01-03,华南,广州,办公用品,徐鹏,老客,1167.19,1.0,1167.19,0.2505
SO-2025-03006,2025-03-25,华南,深圳,数码配件,孙丽,老客,1653.43,6.0,9920.58,0.0
SO-2025-01017,2025-06-02,西南,重庆,办公用品,吴倩,老客,89.68,14.0,1255.52,0.1711
SO-2025-02937,2025-06-06,华东,南京,家居生活,王强,老客,948.94,18.0,17080.92,0.028
SO-2025-02530,2025-04-09,华南,广州,数码配件,陈静,老客,2426.82,20.0,48536.4,0.0281
SO-2025-01720,2025-06-17,华东,杭州,家居生活,黄霞,新客,171.86,20.0,3437.2,0.1823
SO-2025-00746,2025-01-16,华北,天津,办公用品,孙丽,老客,2341.95,16.0,37471.2,0.0
SO-2025-03104,2025-02-13,华南,广州,数码配件,杨帆,新客,1062.93,15.0,15943.95,0.2858
SO-2025-04850,2025-06-18,华东,杭州,家居生活,张伟,老客,1878.23,15.0,28173.45,0.1023
SO-2025-01045,2025-03-25,华北,北京,数码配件,黄霞,老客,2082.24,1.0,2082.24,0.0
SO-2025-01395,2025-03-16,华东,南京,办公用品,徐鹏,新客,1538.44,20.0,30768.8,0.1566
SO-2025-00065,2025-05-16,华北,北京,家居生活,陈静,老客,176.01,,,0.1957
SO-2025-01192,2025-03-31,西南,重庆,办公用品,李娜,老客,1668.13,8.0,13345.04,0.0941
SO-2025-02216,2025-01-21,华东,上海,办公用品,孙丽,新客,2460.77,6.0,14764.62,0.2499
SO-2025-02429,2025-04-24,华南,广州,数码配件,黄霞,新客,345.4,16.0,5526.4,0.1318
SO-2025-02708,2025-02-01,华东,南京,办公用品,赵磊,老客,2751.96,5.0,13759.8,0.2693
SO-2025-00786,2025-04-13,西南,成都,数码配件,张伟,老客,149.95,16.0,2399.2,0.2212
SO-2025-00523,2025-01-21,华南,深圳,数码配件,赵磊,新客,1926.64,7.0,13486.48,0.0351
SO-2025-04683,2025-06-13,华南,广州,数码配件,陈静,新客,2707.85,13.0,35202.05,0.1961
SO-2025-00998,2025-04-05,东北,大连,数码配件,周涛,老客,1312.73,7.0,9189.11,0.2881
SO-2025-00785,2025-01-26,华北,天津,办公用品,刘敏,新客,538.63,11.0,5924.93,0.2789
SO-2025-01457,2025-06-28,华北,天津,数码配件,王强,老客,1714.94,9.0,15434.46,0.2413
SO-2025-00416,2025-04-26,华东,上海,家居生活,孙丽,新客,2718.99,13.0,35346.87,0.0116
SO-2025-03981,2025-01-11,华北,北京,数码配件,吴倩,老客,1611.83,12.0,19341.96,0.0399
SO-2025-02900,2025-05-06,华北,北京,家居生活,王强,老客,1196.73,8.0,9573.84,0.0437
SO-2025-03543,2025-03-04,华东,杭州,办公用品,吴倩,老客,2776.97,19.0,52762.43,0.0
SO-2025-03658,2025-02-01,西南,成都,办公用品,孙丽,新客,123.86,4.0,495.44,0.2579
SO-2025-01632,2025-03-30,华南,广州,数码配件,吴倩,新客,2642.77,15.0,39641.55,0.2944
SO-2025-03413,2025-05-06,华东,上海,数码配件,吴倩,新客,1956.93,19.0,37181.67,0.217
SO-2025-01798,2025-03-27,华北,天津,数码配件,徐鹏,新客,577.95,14.0,8091.3,0.0815
SO-2025-02230,2025-02-05,华北,北京,办公用品,王强,新客,2540.43,18.0,45727.74,0.2578
SO-2025-03392,2025-02-03,东北,大连,家居生活,赵磊,新客,2773.61,6.0,16641.66,0.0637
SO-2025-00592,2025-04-07,华东,上海,办公用品,周涛,老客,196.98,9.0,1772.82,0.1356
SO-2025-03883,2025-04-07,华北,北京,数码配件,黄霞,老客,2768.88,6.0,16613.28,0.0041
SO-2025-01396,2025-05-18,华北,天津,办公用品,杨帆,新客,2927.71,17.0,49771.07,0.0433
SO-2025-00522,2025-01-30,华东,上海,家居生活,赵磊,新客,2124.95,2.0,4249.9,0.2814
SO-2025-01325,2025-03-24,西南,重庆,家居生活,吴倩,老客,1783.96,19.0,33895.24,0.0878
SO-2025-04128,2025-06-23,西南,成都,办公用品,杨帆,新客,263.46,20.0,5269.2,0.055
SO-2025-01100,2025-06-29,华东,南京,数码配件,张伟,老客,2832.64,5.0,14163.2,0.0
SO-2025-04583,2025-05-11,东北,沈阳,数码配件,吴倩,新客,206.26,5.0,1031.3,0.2359
SO-2025-02613,2025-05-31,西南,重庆,家居生活,张伟,老客,2037.51,2.0,4075.02,0.0379
SO-2025-01506,2025-02-13,华南,广州,办公用品,张伟,新客,427.29,12.0,5127.48,0.0146
SO-2025-00515,2025-03-22,华东,杭州,办公用品,刘敏,新客,1479.14,20.0,29582.8,0.1469
SO-2025-02314,2025-03-21,华北,天津,家居生活,刘敏,老客,2401.77,3.0,7205.31,0.0069
SO-2025-03120,2025-04-09,华东,上海,数码配件,陈静,老客,29.27,15.0,439.05,0.2537
SO-2025-04270,2025-04-13,东北,沈阳,办公用品,赵磊,新客,1517.68,15.0,22765.2,0.191
SO-2025-04746,2025-04-15,华北,北京,数码配件,孙丽,老客,698.41,19.0,13269.79,0.2234
SO-2025-00686,2025-05-11,华北,天津,办公用品,周涛,老客,414.09,10.0,4140.9,0.0506
SO-2025-02076,2025-03-02,东北,大连,办公用品,王强,新客,1135.8,13.0,14765.4,0.2748
SO-2025-03873,2025-01-07,华东,南京,家居生活,李娜,老客,2718.29,10.0,27182.9,0.1731
SO-2025-04876,2025-02-08,华东,上海,办公用品,吴倩,老客,1332.8,7.0,9329.6,0.1699
SO-2025-00977,2025-04-14,华北,北京,数码配件,黄霞,老客,619.99,17.0,10539.83,0.067
SO-2025-01085,2025-06-10,华南,深圳,办公用品,李娜,老客,1705.02,13.0,22165.26,0.032
SO-2025-03421,2025-05-23,华北,北京,数码配件,吴倩,新客,1271.88,2.0,2543.76,0.0
SO-2025-01999,2025-02-17,华北,天津,办公用品,周涛,老客,741.12,13.0,9634.56,0.0592
SO-2025-00407,2025-06-06,西南,成都,家居生活,周涛,新客,1201.23,8.0,9609.84,0.2787
SO-2025-02210,2025-05-20,东北,大连,家居生活,吴倩,老客,2493.48,17.0,42389.16,0.2805
SO-2025-01153,2025-02-24,华东,南京,办公用品,杨帆,老客,1873.3,,,0.0552
SO-2025-03933,2025-04-24,华东,杭州,家居生活,李娜,老客,2626.57,13.0,34145.41,0.0
SO-2025-00826,2025-01-25,华南,深圳,数码配件,徐鹏,新客,2990.5,13.0,38876.5,0.2879
SO-2025-00458,2025-02-08,西南,成都,办公用品,孙丽,新客,1094.17,3.0,3282.51,0.103
SO-2025-03803,2025-02-03,华东,杭州,家居生活,刘敏,新客,1822.03,1.0,1822.03,0.2545
SO-2025-02182,2025-05-28,西南,成都,家居生活,黄霞,老客,1315.4,8.0,10523.2,0.0967
SO-2025-04772,2025-03-18,华东,杭州,办公用品,张伟,老客,1492.5,18.0,26865.0,0.255
SO-2025-03570,2025-06-11,西南,成都,家居生活,孙丽,老客,2586.71,7.0,18106.97,0.0
SO-2025-00857,2025-04-22,西南,重庆,办公用品,张伟,新客,1755.28,8.0,14042.24,0.1952
SO-2025-03905,2025-06-20,华南,广州,数码配件,张伟,老客,2339.78,13.0,30417.14,0.0848
SO-2025-04770,2025-02-13,华南,广州,家居生活,陈静,新客,1001.34,11.0,11014.74,0.085
SO-2025-04499,2025-05-06,西南,重庆,数码配件,徐鹏,老客,2756.67,19.0,52376.73,0.1433
SO-2025-00497,2025-01-12,华南,广州,数码配件,陈静,新客,2544.25,4.0,10177.0,0.2253
SO-2025-02098,2025-05-30,华东,杭州,数码配件,刘敏,老客,1492.74,13.0,19405.62,0.1712
SO-2025-01001,2025-06-25,华北,北京,家居生活,陈静,新客,1686.81,14.0,23615.34,0.0512
SO-2025-01749,2025-04-12,华北,北京,家居生活,孙丽,老客,713.35,10.0,7133.5,0.1012
SO-2025-01825,2025-03-26,华东,杭州,数码配件,周涛,老客,2154.04,3.0,6462.12,0.2723
SO-2025-00312,2025-05-22,华东,杭州,数码配件,王强,新客,1919.09,8.0,15352.72,0.0626
SO-2025-04103,2025-02-27,华东,上海,家居生活,张伟,老客,52.13,1.0,52.13,0.2402
SO-2025-04889,2025-03-22,东北,沈阳,家居生活,吴倩,新客,577.28,14.0,8081.92,0.0
SO-2025-00223,2025-03-08,东北,大连,办公用品,王强,老客,1498.52,5.0,7492.6,0.0866
SO-2025-00443,2025-05-21,华东,杭州,数码配件,李娜,新客,1719.18,13.0,22349.34,0.0
SO-2025-01350,2025-03-18,西南,重庆,办公用品,张伟,新客,24.45,14.0,342.3,0.2124
SO-2025-00944,2025-05-23,华北,,家居生活,李娜,新客,431.02,19.0,8189.38,0.2871
SO-2025-04601,2025-06-01,东北,沈阳,数码配件,张伟,老客,405.11,9.0,3645.99,0.1548
SO-2025-02999,2025-04-05,华东,杭州,家居生活,杨帆,新客,2402.12,17.0,40836.04,0.2965
SO-2025-03202,2025-05-18,东北,大连,办公用品,杨帆,新客,2265.96,7.0,15861.72,0.0
SO-2025-01383,2025-01-30,东北,沈阳,办公用品,孙丽,新客,1318.36,13.0,17138.68,0.1598
